YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2017/03,Structural Fires,Queens,467,4:30
2017/02,All Fire/Emergency Incidents,New York City,42697,4:56
2017/02,All Fire/Emergency Incidents,Manhattan,11328,5:15
2017/02,All Fire/Emergency Incidents,Bronx,8626,5:13
2017/02,All Fire/Emergency Incidents,Staten Island,2079,4:44
2017/02,All Fire/Emergency Incidents,Brooklyn,11985,4:22
2017/02,All Fire/Emergency Incidents,Queens,8679,5:08
2017/02,False Alarm,New York City,1283,4:44
2017/02,False Alarm,Manhattan,272,5:08
2017/02,False Alarm,Bronx,274,4:51
2017/02,False Alarm,Staten Island,85,4:53
2017/02,False Alarm,Brooklyn,356,4:18
2017/02,False Alarm,Queens,296,4:44
2017/02,Medical Emergencies,New York City,20058,4:38
2017/02,Medical Emergencies,Manhattan,5272,4:58
2017/02,Medical Emergencies,Bronx,3989,4:57
2017/02,Medical Emergencies,Staten Island,1016,4:25
2017/02,Medical Emergencies,Brooklyn,5588,4:07
2017/02,Medical Emergencies,Queens,4193,4:51
2017/02,Medical False Alarm,New York City,152,4:28
2017/02,Medical False Alarm,Manhattan,25,4:38
2017/02,Medical False Alarm,Bronx,25,4:46
2017/02,Medical False Alarm,Staten Island,10,4:43
2017/02,Medical False Alarm,Brooklyn,54,4:04
2017/02,Medical False Alarm,Queens,38,4:40
2017/02,NonMedical Emergencies,New York City,17290,5:18
2017/02,NonMedical Emergencies,Manhattan,4828,5:33
2017/02,NonMedical Emergencies,Bronx,3650,5:34
2017/02,NonMedical Emergencies,Staten Island,828,5:03
2017/02,NonMedical Emergencies,Brooklyn,4755,4:45
2017/02,NonMedical Emergencies,Queens,3229,5:32
2017/02,NonStructural Fires,New York City,1933,4:32
2017/02,NonStructural Fires,Manhattan,468,4:42
2017/02,NonStructural Fires,Bronx,234,4:51
2017/02,NonStructural Fires,Staten Island,42,4:18
2017/02,NonStructural Fires,Brooklyn,643,3:53
2017/02,NonStructural Fires,Queens,546,5:00
2017/02,Structural Fires,New York City,1981,4:09
2017/02,Structural Fires,Manhattan,463,4:24
2017/02,Structural Fires,Bronx,454,4:22
2017/02,Structural Fires,Staten Island,98,4:26
2017/02,Structural Fires,Brooklyn,589,3:33
2017/02,Structural Fires,Queens,377,4:28
2017/01,All Fire/Emergency Incidents,New York City,48079,4:56
2017/01,All Fire/Emergency Incidents,Manhattan,12785,5:11
2017/01,All Fire/Emergency Incidents,Bronx,9608,5:15
2017/01,All Fire/Emergency Incidents,Staten Island,2329,4:45
2017/01,All Fire/Emergency Incidents,Brooklyn,13779,4:24
2017/01,All Fire/Emergency Incidents,Queens,9578,5:09
2017/01,False Alarm,New York City,1348,4:46
2017/01,False Alarm,Manhattan,284,5:06
2017/01,False Alarm,Bronx,277,4:57
2017/01,False Alarm,Staten Island,74,5:08
2017/01,False Alarm,Brooklyn,419,4:13
2017/01,False Alarm,Queens,294,4:59
2017/01,Medical Emergencies,New York City,22427,4:38
2017/01,Medical Emergencies,Manhattan,5843,4:53
2017/01,Medical Emergencies,Bronx,4474,4:58
2017/01,Medical Emergencies,Staten Island,1074,4:27
2017/01,Medical Emergencies,Brooklyn,6365,4:08
2017/01,Medical Emergencies,Queens,4671,4:51
2017/01,Medical False Alarm,New York City,175,4:44
2017/01,Medical False Alarm,Manhattan,34,4:55
2017/01,Medical False Alarm,Bronx,37,5:07
2017/01,Medical False Alarm,Staten Island,8,4:16
2017/01,Medical False Alarm,Brooklyn,58,4:11
2017/01,Medical False Alarm,Queens,38,5:17
2017/01,NonMedical Emergencies,New York City,20076,5:18
2017/01,NonMedical Emergencies,Manhattan,5639,5:29
2017/01,NonMedical Emergencies,Bronx,4140,5:34
2017/01,NonMedical Emergencies,Staten Island,998,5:02
2017/01,NonMedical Emergencies,Brooklyn,5599,4:50
2017/01,NonMedical Emergencies,Queens,3700,5:32
2017/01,NonStructural Fires,New York City,1789,4:24
2017/01,NonStructural Fires,Manhattan,487,4:35
2017/01,NonStructural Fires,Bronx,194,5:03
2017/01,NonStructural Fires,Staten Island,44,4:30
2017/01,NonStructural Fires,Brooklyn,619,3:53
2017/01,NonStructural Fires,Queens,445,4:39
2017/01,Structural Fires,New York City,2264,4:12
2017/01,Structural Fires,Manhattan,498,4:20
2017/01,Structural Fires,Bronx,486,4:21
2017/01,Structural Fires,Staten Island,131,4:28
2017/01,Structural Fires,Brooklyn,719,3:34
2017/01,Structural Fires,Queens,430,4:48
2016/12,All Fire/Emergency Incidents,New York City,50032,4:58
2016/12,All Fire/Emergency Incidents,Manhattan,13570,5:23
2016/12,All Fire/Emergency Incidents,Bronx,10046,5:17
2016/12,All Fire/Emergency Incidents,Staten Island,2335,4:44
2016/12,All Fire/Emergency Incidents,Brooklyn,14247,4:23
2016/12,All Fire/Emergency Incidents,Queens,9834,5:05
2016/12,False Alarm,New York City,1427,4:40
2016/12,False Alarm,Manhattan,300,5:13
2016/12,False Alarm,Bronx,333,4:51
2016/12,False Alarm,Staten Island,103,4:39
2016/12,False Alarm,Brooklyn,400,4:03
2016/12,False Alarm,Queens,291,4:44
2016/12,Medical Emergencies,New York City,23128,4:39
2016/12,Medical Emergencies,Manhattan,6320,5:04
2016/12,Medical Emergencies,Bronx,4408,5:01
2016/12,Medical Emergencies,Staten Island,1097,4:25
2016/12,Medical Emergencies,Brooklyn,6499,4:06
2016/12,Medical Emergencies,Queens,4804,4:47
2016/12,Medical False Alarm,New York City,241,4:53
2016/12,Medical False Alarm,Manhattan,63,4:54
2016/12,Medical False Alarm,Bronx,48,5:35
2016/12,Medical False Alarm,Staten Island,4,4:15
2016/12,Medical False Alarm,Brooklyn,70,4:40
2016/12,Medical False Alarm,Queens,56,4:37
2016/12,NonMedical Emergencies,New York City,21476,5:19
2016/12,NonMedical Emergencies,Manhattan,6001,5:41
2016/12,NonMedical Emergencies,Bronx,4480,5:37
2016/12,NonMedical Emergencies,Staten Island,978,5:02
2016/12,NonMedical Emergencies,Brooklyn,6129,4:43
2016/12,NonMedical Emergencies,Queens,3888,5:28
2016/12,NonStructural Fires,New York City,1157,4:30
2016/12,NonStructural Fires,Manhattan,298,4:53
2016/12,NonStructural Fires,Bronx,174,4:47
2016/12,NonStructural Fires,Staten Island,40,4:29
2016/12,NonStructural Fires,Brooklyn,339,3:59
2016/12,NonStructural Fires,Queens,306,4:35
2016/12,Structural Fires,New York City,2603,4:14
2016/12,Structural Fires,Manhattan,588,4:30
2016/12,Structural Fires,Bronx,603,4:23
2016/12,Structural Fires,Staten Island,113,4:28
2016/12,Structural Fires,Brooklyn,810,3:41
2016/12,Structural Fires,Queens,489,4:33
2016/11,All Fire/Emergency Incidents,New York City,46980,4:54
2016/11,All Fire/Emergency Incidents,Manhattan,12608,5:18
2016/11,All Fire/Emergency Incidents,Bronx,9611,5:09
2016/11,All Fire/Emergency Incidents,Staten Island,2307,4:40
2016/11,All Fire/Emergency Incidents,Brooklyn,13241,4:19
2016/11,All Fire/Emergency Incidents,Queens,9213,5:00
2016/11,False Alarm,New York City,1644,4:42
2016/11,False Alarm,Manhattan,308,4:57
2016/11,False Alarm,Bronx,358,4:54
2016/11,False Alarm,Staten Island,108,4:31
2016/11,False Alarm,Brooklyn,460,4:13
2016/11,False Alarm,Queens,410,4:54
2016/11,Medical Emergencies,New York City,21793,4:34
2016/11,Medical Emergencies,Manhattan,5830,5:01
2016/11,Medical Emergencies,Bronx,4217,4:50
2016/11,Medical Emergencies,Staten Island,1044,4:24
2016/11,Medical Emergencies,Brooklyn,6230,4:04
2016/11,Medical Emergencies,Queens,4472,4:42
2016/11,Medical False Alarm,New York City,216,4:46
2016/11,Medical False Alarm,Manhattan,57,5:28
2016/11,Medical False Alarm,Bronx,44,4:38
2016/11,Medical False Alarm,Staten Island,9,4:19
2016/11,Medical False Alarm,Brooklyn,63,4:16
2016/11,Medical False Alarm,Queens,43,4:46
2016/11,NonMedical Emergencies,New York City,19825,5:15
2016/11,NonMedical Emergencies,Manhattan,5621,5:35
2016/11,NonMedical Emergencies,Bronx,4217,5:31
2016/11,NonMedical Emergencies,Staten Island,933,4:52
2016/11,NonMedical Emergencies,Brooklyn,5492,4:39
2016/11,NonMedical Emergencies,Queens,3562,5:23
2016/11,NonStructural Fires,New York City,1085,4:34
2016/11,NonStructural Fires,Manhattan,281,4:52
2016/11,NonStructural Fires,Bronx,182,4:53
2016/11,NonStructural Fires,Staten Island,94,5:11
2016/11,NonStructural Fires,Brooklyn,286,3:46
2016/11,NonStructural Fires,Queens,242,4:46
2016/11,Structural Fires,New York City,2417,4:14
2016/11,Structural Fires,Manhattan,511,4:29
2016/11,Structural Fires,Bronx,593,4:22
2016/11,Structural Fires,Staten Island,119,4:29
2016/11,Structural Fires,Brooklyn,710,3:45
2016/11,Structural Fires,Queens,484,4:30
2016/10,All Fire/Emergency Incidents,New York City,50581,4:52
2016/10,All Fire/Emergency Incidents,Manhattan,13843,5:13
2016/10,All Fire/Emergency Incidents,Bronx,10117,5:08
2016/10,All Fire/Emergency Incidents,Staten Island,2334,4:34
2016/10,All Fire/Emergency Incidents,Brooklyn,14162,4:17
2016/10,All Fire/Emergency Incidents,Queens,10125,5:03
2016/10,False Alarm,New York City,1697,4:42
2016/10,False Alarm,Manhattan,355,5:03
2016/10,False Alarm,Bronx,417,4:45
2016/10,False Alarm,Staten Island,97,4:31
2016/10,False Alarm,Brooklyn,404,4:11
2016/10,False Alarm,Queens,424,4:53
2016/10,Medical Emergencies,New York City,23306,4:32
2016/10,Medical Emergencies,Manhattan,6340,4:58
2016/10,Medical Emergencies,Bronx,4347,4:49
2016/10,Medical Emergencies,Staten Island,1143,4:16
2016/10,Medical Emergencies,Brooklyn,6595,4:01
2016/10,Medical Emergencies,Queens,4881,4:39
2016/10,Medical False Alarm,New York City,241,4:53
2016/10,Medical False Alarm,Manhattan,67,5:14
2016/10,Medical False Alarm,Bronx,52,4:56
2016/10,Medical False Alarm,Staten Island,10,5:04
2016/10,Medical False Alarm,Brooklyn,67,4:24
2016/10,Medical False Alarm,Queens,45,5:02
2016/10,NonMedical Emergencies,New York City,22159,5:12
2016/10,NonMedical Emergencies,Manhattan,6337,5:29
2016/10,NonMedical Emergencies,Bronx,4652,5:28
2016/10,NonMedical Emergencies,Staten Island,946,4:50
2016/10,NonMedical Emergencies,Brooklyn,6168,4:36
2016/10,NonMedical Emergencies,Queens,4056,5:28
2016/10,NonStructural Fires,New York City,891,4:28
2016/10,NonStructural Fires,Manhattan,233,4:43
2016/10,NonStructural Fires,Bronx,165,4:32
2016/10,NonStructural Fires,Staten Island,51,4:40
2016/10,NonStructural Fires,Brooklyn,232,4:02
2016/10,NonStructural Fires,Queens,210,4:36
2016/10,Structural Fires,New York City,2287,4:15
2016/10,Structural Fires,Manhattan,511,4:18
2016/10,Structural Fires,Bronx,484,4:30
2016/10,Structural Fires,Staten Island,87,4:18
2016/10,Structural Fires,Brooklyn,696,3:44
2016/10,Structural Fires,Queens,509,4:38
2016/09,All Fire/Emergency Incidents,New York City,47758,4:55
2016/09,All Fire/Emergency Incidents,Manhattan,13255,5:13
2016/09,All Fire/Emergency Incidents,Bronx,9373,5:10
2016/09,All Fire/Emergency Incidents,Staten Island,2219,4:45
2016/09,All Fire/Emergency Incidents,Brooklyn,13531,4:23
2016/09,All Fire/Emergency Incidents,Queens,9380,5:06
2016/09,False Alarm,New York City,1707,4:41
2016/09,False Alarm,Manhattan,414,5:00
2016/09,False Alarm,Bronx,363,4:47
2016/09,False Alarm,Staten Island,105,4:40
2016/09,False Alarm,Brooklyn,456,4:12
2016/09,False Alarm,Queens,369,4:48
2016/09,Medical Emergencies,New York City,23221,4:32
2016/09,Medical Emergencies,Manhattan,6569,4:55
2016/09,Medical Emergencies,Bronx,4326,4:48
2016/09,Medical Emergencies,Staten Island,1085,4:30
2016/09,Medical Emergencies,Brooklyn,6600,4:02
2016/09,Medical Emergencies,Queens,4641,4:37
2016/09,Medical False Alarm,New York City,266,4:48
2016/09,Medical False Alarm,Manhattan,79,5:06
2016/09,Medical False Alarm,Bronx,47,5:11
2016/09,Medical False Alarm,Staten Island,12,5:11
2016/09,Medical False Alarm,Brooklyn,78,4:13
2016/09,Medical False Alarm,Queens,50,4:49
2016/09,NonMedical Emergencies,New York City,19525,5:20
2016/09,NonMedical Emergencies,Manhattan,5491,5:31
2016/09,NonMedical Emergencies,Bronx,4057,5:33
2016/09,NonMedical Emergencies,Staten Island,846,5:00
2016/09,NonMedical Emergencies,Brooklyn,5433,4:49
2016/09,NonMedical Emergencies,Queens,3698,5:39
2016/09,NonStructural Fires,New York City,1078,4:24
2016/09,NonStructural Fires,Manhattan,262,4:39
2016/09,NonStructural Fires,Bronx,177,4:29
2016/09,NonStructural Fires,Staten Island,80,4:51
2016/09,NonStructural Fires,Brooklyn,352,3:59
2016/09,NonStructural Fires,Queens,207,4:37
2016/09,Structural Fires,New York City,1961,4:16
2016/09,Structural Fires,Manhattan,440,4:26
2016/09,Structural Fires,Bronx,403,4:26
2016/09,Structural Fires,Staten Island,91,4:41
2016/09,Structural Fires,Brooklyn,612,3:48
2016/09,Structural Fires,Queens,415,4:30
2016/08,All Fire/Emergency Incidents,New York City,51658,4:55
2016/08,All Fire/Emergency Incidents,Manhattan,14159,5:15
2016/08,All Fire/Emergency Incidents,Bronx,10426,5:13
2016/08,All Fire/Emergency Incidents,Staten Island,2458,4:41
2016/08,All Fire/Emergency Incidents,Brooklyn,14514,4:22
2016/08,All Fire/Emergency Incidents,Queens,10101,5:04
2016/08,False Alarm,New York City,1955,4:41
2016/08,False Alarm,Manhattan,408,5:12
2016/08,False Alarm,Bronx,430,4:50
2016/08,False Alarm,Staten Island,136,4:35
2016/08,False Alarm,Brooklyn,574,4:09
2016/08,False Alarm,Queens,407,4:49
2016/08,Medical Emergencies,New York City,24524,4:29
2016/08,Medical Emergencies,Manhattan,6865,4:48
2016/08,Medical Emergencies,Bronx,4598,4:49
2016/08,Medical Emergencies,Staten Island,1141,4:20
2016/08,Medical Emergencies,Brooklyn,7015,3:59
2016/08,Medical Emergencies,Queens,4905,4:37
2016/08,Medical False Alarm,New York City,298,4:40
2016/08,Medical False Alarm,Manhattan,72,4:44
2016/08,Medical False Alarm,Bronx,48,4:38
2016/08,Medical False Alarm,Staten Island,5,4:08
2016/08,Medical False Alarm,Brooklyn,88,4:13
2016/08,Medical False Alarm,Queens,85,5:09
2016/08,NonMedical Emergencies,New York City,21830,5:22
2016/08,NonMedical Emergencies,Manhattan,6097,5:37
2016/08,NonMedical Emergencies,Bronx,4689,5:38
2016/08,NonMedical Emergencies,Staten Island,1012,5:03
2016/08,NonMedical Emergencies,Brooklyn,5998,4:49
2016/08,NonMedical Emergencies,Queens,4034,5:34
2016/08,NonStructural Fires,New York City,1221,4:29
2016/08,NonStructural Fires,Manhattan,318,4:49
2016/08,NonStructural Fires,Bronx,239,4:45
2016/08,NonStructural Fires,Staten Island,66,4:30
2016/08,NonStructural Fires,Brooklyn,351,3:55
2016/08,NonStructural Fires,Queens,247,4:39
2016/08,Structural Fires,New York City,1830,4:13
2016/08,Structural Fires,Manhattan,399,4:24
2016/08,Structural Fires,Bronx,422,4:20
2016/08,Structural Fires,Staten Island,98,4:15
2016/08,Structural Fires,Brooklyn,488,3:40
2016/08,Structural Fires,Queens,423,4:33
2016/07,All Fire/Emergency Incidents,New York City,52863,4:54
2016/07,All Fire/Emergency Incidents,Manhattan,14163,5:10
2016/07,All Fire/Emergency Incidents,Bronx,10743,5:12
2016/07,All Fire/Emergency Incidents,Staten Island,2765,4:56
2016/07,All Fire/Emergency Incidents,Brooklyn,14950,4:23
2016/07,All Fire/Emergency Incidents,Queens,10242,5:02
2016/07,False Alarm,New York City,2101,4:38
2016/07,False Alarm,Manhattan,380,4:59
2016/07,False Alarm,Bronx,536,4:54
2016/07,False Alarm,Staten Island,185,4:31
2016/07,False Alarm,Brooklyn,599,4:04
2016/07,False Alarm,Queens,401,4:48
2016/07,Medical Emergencies,New York City,24973,4:28
2016/07,Medical Emergencies,Manhattan,7065,4:49
2016/07,Medical Emergencies,Bronx,4699,4:43
2016/07,Medical Emergencies,Staten Island,1128,4:26
2016/07,Medical Emergencies,Brooklyn,7072,3:58
2016/07,Medical Emergencies,Queens,5009,4:39
2016/07,Medical False Alarm,New York City,280,4:35
2016/07,Medical False Alarm,Manhattan,77,5:06
2016/07,Medical False Alarm,Bronx,41,4:29
2016/07,Medical False Alarm,Staten Island,9,4:25
2016/07,Medical False Alarm,Brooklyn,92,4:02
2016/07,Medical False Alarm,Queens,61,4:49
2016/07,NonMedical Emergencies,New York City,22323,5:22
2016/07,NonMedical Emergencies,Manhattan,5979,5:30
2016/07,NonMedical Emergencies,Bronx,4834,5:39
2016/07,NonMedical Emergencies,Staten Island,1226,5:27
2016/07,NonMedical Emergencies,Brooklyn,6188,4:53
2016/07,NonMedical Emergencies,Queens,4096,5:31
2016/07,NonStructural Fires,New York City,1224,4:25
2016/07,NonStructural Fires,Manhattan,260,4:43
2016/07,NonStructural Fires,Bronx,218,4:53
2016/07,NonStructural Fires,Staten Island,95,4:20
2016/07,NonStructural Fires,Brooklyn,381,3:46
2016/07,NonStructural Fires,Queens,270,4:38
2016/07,Structural Fires,New York City,1962,4:10
2016/07,Structural Fires,Manhattan,402,4:23
2016/07,Structural Fires,Bronx,415,4:18
2016/07,Structural Fires,Staten Island,122,4:29
2016/07,Structural Fires,Brooklyn,618,3:41
2016/07,Structural Fires,Queens,405,4:30
2016/06,All Fire/Emergency Incidents,New York City,48079,4:52
2016/06,All Fire/Emergency Incidents,Manhattan,13228,5:14
2016/06,All Fire/Emergency Incidents,Bronx,9530,5:04
2016/06,All Fire/Emergency Incidents,Staten Island,2431,4:39
2016/06,All Fire/Emergency Incidents,Brooklyn,13578,4:20
2016/06,All Fire/Emergency Incidents,Queens,9312,5:02
2016/06,False Alarm,New York City,1881,4:40
2016/06,False Alarm,Manhattan,357,5:04
2016/06,False Alarm,Bronx,468,4:53
2016/06,False Alarm,Staten Island,144,4:20
2016/06,False Alarm,Brooklyn,554,4:15
2016/06,False Alarm,Queens,358,4:49
2016/06,Medical Emergencies,New York City,23530,4:28
2016/06,Medical Emergencies,Manhattan,6629,4:53
2016/06,Medical Emergencies,Bronx,4476,4:39
2016/06,Medical Emergencies,Staten Island,1057,4:21
2016/06,Medical Emergencies,Brooklyn,6649,4:00
2016/06,Medical Emergencies,Queens,4719,4:34
2016/06,Medical False Alarm,New York City,307,4:39
2016/06,Medical False Alarm,Manhattan,88,5:10
2016/06,Medical False Alarm,Bronx,75,4:55
2016/06,Medical False Alarm,Staten Island,9,4:30
2016/06,Medical False Alarm,Brooklyn,95,4:01
2016/06,Medical False Alarm,Queens,40,4:41
2016/06,NonMedical Emergencies,New York City,19031,5:19
2016/06,NonMedical Emergencies,Manhattan,5402,5:36
2016/06,NonMedical Emergencies,Bronx,3907,5:30
2016/06,NonMedical Emergencies,Staten Island,1017,4:57
2016/06,NonMedical Emergencies,Brooklyn,5175,4:47
2016/06,NonMedical Emergencies,Queens,3530,5:36
2016/06,NonStructural Fires,New York City,1374,4:32
2016/06,NonStructural Fires,Manhattan,313,4:38
2016/06,NonStructural Fires,Bronx,211,4:57
2016/06,NonStructural Fires,Staten Island,93,4:46
2016/06,NonStructural Fires,Brooklyn,459,4:02
2016/06,NonStructural Fires,Queens,298,4:48
2016/06,Structural Fires,New York City,1956,4:14
2016/06,Structural Fires,Manhattan,439,4:29
2016/06,Structural Fires,Bronx,393,4:18
2016/06,Structural Fires,Staten Island,111,4:26
2016/06,Structural Fires,Brooklyn,646,3:49
2016/06,Structural Fires,Queens,367,4:33
2016/05,All Fire/Emergency Incidents,New York City,47816,4:50
2016/05,All Fire/Emergency Incidents,Manhattan,13006,5:14
2016/05,All Fire/Emergency Incidents,Bronx,9614,5:00
2016/05,All Fire/Emergency Incidents,Staten Island,2376,4:39
2016/05,All Fire/Emergency Incidents,Brooklyn,13490,4:16
2016/05,All Fire/Emergency Incidents,Queens,9330,5:01
2016/05,False Alarm,New York City,1970,4:36
2016/05,False Alarm,Manhattan,329,5:16
2016/05,False Alarm,Bronx,454,4:46
2016/05,False Alarm,Staten Island,160,4:22
2016/05,False Alarm,Brooklyn,576,4:01
2016/05,False Alarm,Queens,451,4:48
2016/05,Medical Emergencies,New York City,23102,4:28
2016/05,Medical Emergencies,Manhattan,6335,4:51
2016/05,Medical Emergencies,Bronx,4439,4:39
2016/05,Medical Emergencies,Staten Island,1080,4:23
2016/05,Medical Emergencies,Brooklyn,6578,3:57
2016/05,Medical Emergencies,Queens,4670,4:38
2016/05,Medical False Alarm,New York City,251,4:46
2016/05,Medical False Alarm,Manhattan,61,5:07
2016/05,Medical False Alarm,Bronx,44,5:01
2016/05,Medical False Alarm,Staten Island,7,3:16
2016/05,Medical False Alarm,Brooklyn,89,4:34
2016/05,Medical False Alarm,Queens,50,4:39
2016/05,NonMedical Emergencies,New York City,19171,5:15
2016/05,NonMedical Emergencies,Manhattan,5456,5:35
2016/05,NonMedical Emergencies,Bronx,4041,5:24
2016/05,NonMedical Emergencies,Staten Island,942,4:58
2016/05,NonMedical Emergencies,Brooklyn,5223,4:40
2016/05,NonMedical Emergencies,Queens,3509,5:30
2016/05,NonStructural Fires,New York City,1117,4:35
2016/05,NonStructural Fires,Manhattan,322,5:02
2016/05,NonStructural Fires,Bronx,152,4:30
2016/05,NonStructural Fires,Staten Island,71,4:46
2016/05,NonStructural Fires,Brooklyn,350,4:02
2016/05,NonStructural Fires,Queens,222,4:48
2016/05,Structural Fires,New York City,2205,4:11
2016/05,Structural Fires,Manhattan,503,4:27
2016/05,Structural Fires,Bronx,484,4:13
2016/05,Structural Fires,Staten Island,116,4:31
2016/05,Structural Fires,Brooklyn,674,3:43
2016/05,Structural Fires,Queens,428,4:31
2016/04,All Fire/Emergency Incidents,New York City,45147,4:52
2016/04,All Fire/Emergency Incidents,Manhattan,11999,5:12
2016/04,All Fire/Emergency Incidents,Bronx,9135,5:04
2016/04,All Fire/Emergency Incidents,Staten Island,2404,4:46
2016/04,All Fire/Emergency Incidents,Brooklyn,12703,4:22
2016/04,All Fire/Emergency Incidents,Queens,8906,4:59
2016/04,False Alarm,New York City,1656,4:44
2016/04,False Alarm,Manhattan,317,5:12
2016/04,False Alarm,Bronx,357,4:49
2016/04,False Alarm,Staten Island,121,4:17
2016/04,False Alarm,Brooklyn,472,4:21
2016/04,False Alarm,Queens,389,4:53
2016/04,Medical Emergencies,New York City,21461,4:32
